月份,办公楼施工面积_累计值,办公楼施工面积_累计增长,办公楼新开工施工面积_累计值,办公楼新开工施工面积_累计增长,办公楼竣工面积_累计值,办公楼竣工面积_累计增长,地区
200809,994.08,15.9,166.27,24.3,109.7,40.0,上海市
200810,1011.38,14.9,196.68,35.5,165.77,63.3,上海市
200811,1042.69,13.2,218.4,23.2,178.76,67.4,上海市
200812,1084.47,16.0,262.64,30.6,205.67,48.1,上海市
200901,0.0,0.0,0.0,0.0,0.0,0.0,上海市
200902,732.54,55.1,25.41,108.2,22.18,65.0,上海市
200903,806.27,7.0,54.43,83.2,35.57,141.1,上海市
200904,808.12,-1.4,58.76,62.9,43.88,53.8,上海市
200905,817.57,-2.2,60.18,2.0,46.98,-8.4,上海市
200906,836.96,-4.6,64.23,-31.0,48.45,-15.2,上海市
200907,875.14,-5.1,87.8,-26.8,78.64,6.2,上海市
200908,927.2,-2.0,111.17,-19.8,89.18,-0.6,上海市
200909,942.79,-5.2,134.89,-18.9,97.74,-10.9,上海市
200910,951.17,-6.0,138.04,-29.8,108.9,-34.3,上海市
200911,956.87,-8.2,139.79,-36.0,113.79,-36.3,上海市
200912,958.64,-13.8,164.93,-40.0,135.02,-36.8,上海市
201001,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201002,792.08,8.1,3.65,-85.6,26.84,21.0,上海市
201003,861.66,6.9,37.39,-31.3,28.67,-19.4,上海市
201004,879.51,8.8,48.65,-17.2,32.98,-24.8,上海市
201005,908.6,11.1,51.93,-13.7,36.53,-22.2,上海市
201006,920.31,10.0,61.99,-3.5,43.03,-11.2,上海市
201007,964.2,10.2,71.61,-18.4,46.54,-40.8,上海市
201008,1007.45,8.7,80.76,-27.4,53.73,-39.8,上海市
201009,1036.24,9.9,90.68,-32.8,62.19,-36.4,上海市
201010,1044.6686,9.8,99.2355,-28.1,112.5005,3.3,上海市
201011,1062.9336,11.1,112.9684,-19.2,125.2164,10.0,上海市
201012,1103.1807,15.6,147.3859,-9.2,150.6927,11.6,上海市
201101,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201102,872.7478,10.2,15.529,324.9,9.3062,-65.3,上海市
201103,942.1582,9.3,54.5953,46.0,23.9497,-16.5,上海市
201104,959.8544,9.1,71.2952,46.6,42.7668,29.7,上海市
201105,970.7808,6.8,78.1001,50.4,60.3678,65.2,上海市
201106,986.0043,7.1,90.0362,45.2,82.9553,92.8,上海市
201107,1025.1034,6.3,116.4027,62.5,101.1687,117.4,上海市
201108,1067.4704,6.0,144.1919,78.5,125.3512,133.3,上海市
201109,1116.8566,7.8,176.6195,94.8,136.9315,120.2,上海市
201110,1167.9687,11.8,227.7487,129.5,136.9844,21.8,上海市
201111,1172.993,10.4,233.7545,106.9,158.8949,26.9,上海市
201112,1158.3436,5.0,225.7193,53.1,174.3312,15.7,上海市
201201,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201202,908.5497,4.1,39.0116,151.2,16.5751,78.1,上海市
201203,968.5787,2.8,58.4017,7.0,38.7588,61.8,上海市
201204,1002.9666,4.5,80.9793,13.6,47.8266,11.8,上海市
201205,1076.2798,10.9,131.9464,68.9,55.0053,-8.9,上海市
201206,1093.1874,10.9,136.3486,51.4,58.3293,-29.7,上海市
201207,1100.0916,7.3,143.0455,22.9,103.5214,2.3,上海市
201208,1182.5956,10.8,223.2156,54.8,110.9771,-11.5,上海市
201209,1209.9666,8.3,234.2904,32.7,114.6913,-16.2,上海市
201210,1232.643,5.5,256.2268,12.5,119.6081,-12.7,上海市
201211,1288.1827,9.8,282.9037,21.0,139.189,-12.4,上海市
201212,1284.6833,11.9,303.9087,19.1,206.8703,18.4,上海市
201301,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201302,1101.5441,21.2,74.3872,90.7,54.4466,228.5,上海市
201303,1200.08,23.9,81.0531,38.8,68.1023,75.7,上海市
201304,1273.7124,27.0,101.8876,25.8,85.1331,78.0,上海市
201305,1300.6294,20.8,111.1012,-15.8,97.4772,77.2,上海市
201306,1319.8702,20.7,115.0996,-15.6,110.7156,89.8,上海市
201307,1327.7235,20.7,120.0776,-16.1,110.7724,7.0,上海市
201308,1371.6036,16.0,153.9669,-31.0,123.3862,11.2,上海市
201309,1367.3982,13.0,175.2958,-25.2,125.8228,9.7,上海市
201310,1378.2001,11.8,184.894,-27.8,134.978,12.9,上海市
201311,1443.2427,12.0,246.0185,-13.0,162.1616,16.5,上海市
201312,1431.733,11.4,264.0574,-13.1,176.0124,-14.9,上海市
201401,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201402,1291.8608,17.3,33.5566,-54.9,48.5854,-10.8,上海市
201403,1324.5613,10.4,49.1028,-39.4,48.5854,-28.7,上海市
201404,1336.7659,5.0,71.7028,-29.6,52.8516,-37.9,上海市
201405,1398.098,7.5,92.7392,-16.5,53.8813,-44.7,上海市
201406,1424.3245,7.9,122.9898,6.9,66.4421,-40.0,上海市
201407,1459.8145,9.9,143.9563,19.9,72.1797,-34.8,上海市
201408,1491.3756,8.7,171.779,11.6,73.9454,-40.1,上海市
201409,1528.4354,11.8,199.9831,14.1,73.9454,-41.2,上海市
201410,1631.6772,18.4,263.0793,42.3,84.4165,-37.5,上海市
201411,1706.6609,18.3,330.5821,34.4,119.8836,-26.1,上海市
201412,1779.0426,24.3,365.2529,38.3,165.0317,-6.2,上海市
201501,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201502,1347.3737,4.3,16.6076,-50.5,68.4627,40.9,上海市
201503,1466.7239,10.7,19.6167,-60.0,79.8975,64.4,上海市
201504,1484.8409,11.1,39.3952,-45.1,97.6647,84.8,上海市
201505,1594.5473,14.1,76.2148,-17.8,83.4821,54.9,上海市
201506,1687.5942,18.5,101.3044,-17.6,120.9337,82.0,上海市
201507,1725.6585,18.2,124.3574,-13.6,128.4204,77.9,上海市
201508,1795.4232,20.4,166.2601,-3.2,147.8598,100.0,上海市
201509,1850.2928,21.1,217.0275,8.5,163.5901,121.2,上海市
201510,1876.5435,15.0,233.6652,-11.2,171.1469,102.7,上海市
201511,1936.6096,13.5,279.5771,-15.4,195.9398,63.4,上海市
201512,1978.4895,11.2,304.8677,-16.5,219.2296,32.8,上海市
201601,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201602,1723.1208,27.9,123.5224,0.0,72.3385,5.7,上海市
201603,1820.5075,24.1,113.1054,476.6,73.0644,-8.6,上海市
201604,1861.3025,25.4,119.049,202.2,92.7923,-5.0,上海市
201605,1897.6319,19.0,140.3634,84.2,104.5594,25.2,上海市
201606,1910.126,13.2,146.7572,44.9,128.1684,6.0,上海市
201607,1959.5299,13.6,191.8732,54.3,146.7745,14.3,上海市
201608,2019.4603,12.5,243.5915,46.5,151.5375,2.5,上海市
201609,2061.8607,11.4,273.561,26.0,163.0831,-0.3,上海市
201610,2102.0699,12.0,316.1613,35.3,174.4233,1.9,上海市
201611,2140.9967,10.6,349.272,24.9,210.9273,7.6,上海市
201612,2180.5017,10.2,384.4855,26.1,279.3061,27.4,上海市
201701,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201702,1813.5895,5.3,62.2457,-49.6,165.4679,128.7,上海市
201703,1873.4082,2.9,65.1867,-42.4,201.6126,175.9,上海市
201704,1944.9337,4.5,85.1059,-28.5,205.0137,120.9,上海市
201705,1997.7543,5.3,124.3446,-11.4,216.9776,107.5,上海市
201706,2026.3695,6.1,147.2254,0.3,290.1597,126.4,上海市
201707,2055.7627,4.9,165.0975,-14.0,306.2737,108.7,上海市
201708,2140.2606,6.0,252.0838,3.5,323.3296,113.4,上海市
201709,2154.683,4.5,278.9566,2.0,346.304,112.3,上海市
201710,2200.6214,4.7,299.2998,-5.3,375.0331,115.0,上海市
201711,2233.3766,4.3,326.2015,-6.6,387.5257,83.7,上海市
201712,2282.075,4.7,368.8385,-4.1,444.8278,59.3,上海市
201801,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201802,1824.9446,0.6,19.7505,-68.3,86.122,-48.0,上海市
201803,1884.0794,0.6,45.8979,-29.6,179.8509,-10.8,上海市
201804,1907.2573,-1.9,72.6559,-14.6,207.4696,1.2,上海市
201805,1929.8523,-3.4,102.4431,-17.6,238.1813,9.8,上海市
201806,1954.5076,-3.5,125.4644,-14.8,245.0751,-15.5,上海市
201807,1968.3973,-4.2,142.1955,-13.9,272.3483,-11.1,上海市
201808,2027.3774,-5.3,203.3418,-19.3,264.9423,-18.1,上海市
201809,2046.2624,-5.0,225.5335,-19.2,276.8657,-20.1,上海市
201810,2072.5701,-5.8,253.5929,-15.3,297.5113,-20.7,上海市
201811,2112.28,-5.4,293.5856,-10.0,309.8627,-20.0,上海市
201812,2139.0244,-6.3,310.835,-15.7,413.4648,-7.1,上海市
200801,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
200802,453.04,23.7,25.43,22.1,16.9,188.9,江苏省
200803,501.15,22.4,55.58,25.4,25.9,7.0,江苏省
200804,501.67,11.2,59.17,-15.7,37.99,52.9,江苏省
200805,561.88,20.5,92.13,1.4,48.76,63.8,江苏省
200806,589.47,19.7,118.37,14.8,58.75,69.6,江苏省
200807,632.43,25.0,151.01,36.8,63.38,55.6,江苏省
200808,669.89,31.1,146.61,29.0,86.34,95.7,江苏省
200809,703.79,32.4,163.65,24.4,86.36,61.1,江苏省
200810,719.14,35.7,171.94,31.4,88.06,60.7,江苏省
200811,739.79,38.4,192.24,45.4,100.42,79.7,江苏省
200812,814.44,36.9,233.17,27.5,138.38,4.4,江苏省
200901,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
200902,574.12,26.7,29.63,16.5,21.12,25.0,江苏省
200903,646.29,29.0,35.92,-35.4,35.2,35.9,江苏省
200904,693.1,38.2,49.6,-16.2,44.84,18.0,江苏省
200905,720.39,28.2,63.62,-30.9,49.5,1.5,江苏省
200906,733.56,24.4,75.33,-36.4,63.23,7.6,江苏省
200907,767.15,21.3,87.72,-41.9,77.84,22.8,江苏省
200908,816.14,21.8,113.72,-22.4,74.92,-13.2,江苏省
200909,843.13,19.8,127.58,-22.0,79.61,-7.8,江苏省
200910,876.12,21.8,137.7,-19.9,87.36,-0.8,江苏省
200911,867.96,17.3,157.62,-18.0,94.39,-6.0,江苏省
200912,909.8,9.5,207.67,-27.6,139.44,-6.7,江苏省
201001,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201002,825.62,43.8,64.69,118.3,37.92,79.5,江苏省
201003,878.19,35.9,88.55,146.5,59.18,68.1,江苏省
201004,941.1,35.8,135.67,173.6,68.91,53.7,江苏省
201005,965.11,34.0,152.46,139.6,97.12,96.2,江苏省
201006,1008.03,37.4,192.27,155.2,120.98,91.3,江苏省
201007,1047.42,36.5,241.46,175.3,127.72,64.1,江苏省
201008,1107.41,35.7,300.74,164.4,131.69,75.8,江苏省
201009,1127.19,33.7,318.11,149.3,142.64,79.2,江苏省
201010,1169.0731,33.4,346.8991,151.9,164.3551,88.1,江苏省
201011,1163.448,34.0,342.3052,117.2,163.4612,73.2,江苏省
201012,1167.6493,26.6,374.6251,82.3,290.5433,90.0,江苏省
201101,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201102,941.632,14.1,125.3478,93.8,50.4604,33.1,江苏省
201103,940.4082,7.1,145.4495,64.3,69.0239,16.6,江苏省
201104,1044.7806,11.0,238.1112,75.5,91.9346,33.4,江苏省
201105,1121.6318,16.2,332.5664,118.1,104.5044,7.6,江苏省
201106,1107.4359,9.9,328.936,71.1,117.338,-3.0,江苏省
201107,1178.9208,12.6,372.1985,54.1,122.6456,-4.0,江苏省
201108,1230.3496,11.1,419.757,39.6,136.9008,4.0,江苏省
201109,1243.7833,10.3,428.2807,34.6,146.7901,2.9,江苏省
201110,1255.3225,7.4,441.8483,27.4,154.4023,-6.1,江苏省
201111,1296.2195,11.4,469.7738,37.2,173.7738,6.3,江苏省
201112,1362.1156,16.4,507.1282,40.3,239.2576,-25.0,江苏省
201201,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201202,1168.7561,24.1,81.3681,-35.1,39.9277,-20.9,江苏省
201203,1236.8695,31.5,128.5658,-11.6,49.1445,-28.8,江苏省
201204,1250.2139,19.7,143.1909,-39.9,57.0989,-37.9,江苏省
201205,1344.2973,19.9,212.9723,-36.0,71.1367,-31.9,江苏省
201206,1346.0835,21.5,220.893,-32.8,74.2956,-36.7,江苏省
201207,1353.5866,14.8,232.9688,-37.4,95.6105,-22.0,江苏省
201208,1415.7479,15.1,278.7896,-33.6,104.9611,-23.3,江苏省
201209,1428.2368,14.8,299.1356,-30.2,108.4951,-26.1,江苏省
201210,1477.106,17.7,344.2202,-22.1,116.3199,-24.7,江苏省
201211,1524.9031,17.6,377.6802,-19.6,130.2342,-25.1,江苏省
201212,1539.8391,14.4,402.5308,-22.3,237.1807,-4.9,江苏省
201301,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201302,1391.1965,19.0,84.5998,4.0,63.7576,59.7,江苏省
201303,1461.6884,18.2,151.5604,17.9,75.0143,52.6,江苏省
201304,1537.1525,23.0,207.4898,44.9,88.8275,55.6,江苏省
201305,1598.7815,18.9,257.3415,20.8,94.2979,32.6,江苏省
201306,1675.8735,24.5,312.8142,41.6,118.8097,59.9,江苏省
201307,1743.1455,28.8,360.6043,54.8,127.6216,33.5,江苏省
201308,1794.6339,26.8,402.5542,44.4,149.0767,42.0,江苏省
201309,1845.6378,29.2,452.8012,51.4,160.5202,48.0,江苏省
201310,1866.0623,26.3,468.9804,36.2,162.626,39.8,江苏省
201311,1896.8698,24.4,478.1329,26.6,178.4141,37.0,江苏省
201312,1989.6645,29.2,547.9353,36.1,332.4337,40.2,江苏省
201401,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201402,1729.9209,24.3,76.8875,-9.1,27.2641,-57.2,江苏省
201403,1785.0646,22.1,128.3746,-15.3,41.0155,-45.3,江苏省
201404,1864.0563,21.3,184.8214,-10.9,69.2884,-22.0,江苏省
201405,1961.1982,22.7,224.6279,-12.7,76.7272,-18.6,江苏省
201406,2004.7802,19.6,259.5357,-17.0,90.8444,-23.5,江苏省
201407,2026.5385,16.3,279.2507,-22.6,104.4657,-18.1,江苏省
201408,2135.479,19.0,385.9101,-4.1,125.4424,-15.9,江苏省
201409,2158.4646,16.9,436.2786,-3.6,144.5219,-10.0,江苏省
201410,2202.1717,18.0,465.6509,-0.7,165.1444,1.5,江苏省
201411,2214.7672,16.8,483.3002,1.1,193.5861,8.5,江苏省
201412,2310.5326,16.1,502.9543,-8.2,269.5262,-18.9,江苏省
201501,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201502,1958.4987,13.2,37.2552,-51.5,72.8556,167.2,江苏省
201503,1978.7952,10.9,44.8241,-65.1,95.5501,133.0,江苏省
201504,2023.9628,8.6,100.5864,-45.6,97.7547,41.1,江苏省
201505,2069.2296,5.5,173.2575,-22.9,107.8976,40.6,江苏省
201506,2110.4145,5.3,214.6743,-17.3,133.6112,47.1,江苏省
201507,2137.4402,5.5,236.9102,-15.2,143.0603,36.9,江苏省
201508,2234.4056,4.6,299.1244,-22.5,157.0824,25.2,江苏省
201509,2279.0293,5.6,332.795,-23.7,176.6177,22.2,江苏省
201510,2300.8696,4.5,349.2975,-25.0,217.4577,31.7,江苏省
201511,2339.5755,5.6,386.6914,-20.0,224.4432,15.9,江苏省
201512,2342.8726,1.4,398.7088,-20.7,324.4638,20.4,江苏省
201601,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201602,1889.5246,-3.5,56.4216,51.4,42.538,-41.6,江苏省
201603,1987.2832,0.4,121.7938,171.7,39.3693,-58.8,江苏省
201604,2038.0058,0.7,161.5484,60.6,53.8186,-44.9,江苏省
201605,2087.8842,0.9,213.1643,23.0,79.5375,-26.3,江苏省
201606,2107.8105,-0.1,235.7844,9.8,89.0691,-33.3,江苏省
201607,2121.0458,-0.8,244.127,3.0,93.0867,-34.9,江苏省
201608,2146.4125,-3.9,267.15,-10.7,100.8483,-35.8,江苏省
201609,2182.0656,-4.3,302.0895,-9.2,115.8416,-34.4,江苏省
201610,2228.8781,-3.1,339.5273,-2.8,174.5006,-19.8,江苏省
201611,2248.3209,-3.9,360.7815,-6.7,192.8524,-14.1,江苏省
201612,2281.9029,-2.6,385.1006,-3.4,280.3028,-13.6,江苏省
201701,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201702,1941.8951,2.8,48.1528,-14.7,79.9163,87.9,江苏省
201703,1997.3672,0.5,89.4484,-26.6,105.015,166.7,江苏省
201704,2035.5749,-0.1,138.774,-14.1,114.5696,112.9,江苏省
201705,2096.6747,0.4,201.971,-5.3,123.5612,55.3,江苏省
201706,2182.608,3.5,286.5227,21.5,150.3119,68.8,江苏省
201707,2244.025,5.8,346.0799,41.8,227.4441,144.3,江苏省
201708,2283.3698,6.4,378.8892,41.8,238.3756,136.4,江苏省
201709,2310.3053,5.9,405.516,34.2,250.9866,116.7,江苏省
201710,2395.6672,7.5,493.2502,45.3,303.9805,74.2,江苏省
201711,2456.9979,9.3,551.7818,52.9,320.1298,66.0,江苏省
201712,2503.7384,9.7,626.6981,62.7,340.6417,21.5,江苏省
201801,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201802,2106.5748,8.5,51.6712,7.3,30.5496,-61.8,江苏省
201803,2173.1384,8.8,105.9999,18.5,61.2639,-41.7,江苏省
201804,2239.0513,10.0,167.5385,20.7,83.5446,-27.1,江苏省
201805,2260.3086,7.8,196.0433,-2.9,93.4611,-24.4,江苏省
201806,2302.9998,5.5,241.0389,-15.9,95.9165,-36.2,江苏省
201807,2354.7057,4.9,302.3704,-12.6,104.8293,-53.9,江苏省
201808,2408.2075,5.5,354.9992,-6.3,131.2845,-44.9,江苏省
201809,2416.0977,4.6,363.6106,-10.3,147.7979,-41.1,江苏省
201810,2451.4413,2.3,400.1498,-18.9,171.7446,-43.5,江苏省
201811,2471.4025,0.6,419.6751,-23.9,188.2571,-41.2,江苏省
201812,2466.0959,-1.5,441.5528,-29.5,275.4935,-19.1,江苏省
200801,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
200802,728.31,22.2,54.9,132.0,30.83,46.8,浙江省
200803,780.72,19.6,71.54,46.7,35.62,40.5,浙江省
200804,844.28,20.9,102.65,39.8,53.58,95.4,浙江省
200805,879.82,17.6,123.66,31.2,55.16,88.7,浙江省
200806,914.38,16.3,150.13,41.4,59.55,79.5,浙江省
200807,932.41,15.1,162.94,28.8,67.42,70.3,浙江省
200808,952.43,12.5,182.42,18.2,71.54,42.9,浙江省
200809,982.78,13.9,206.31,21.1,81.93,26.7,浙江省
200810,1007.09,12.9,229.96,21.8,96.14,30.0,浙江省
200811,1032.53,13.2,254.36,25.3,104.31,24.7,浙江省
200812,1085.81,8.5,296.22,15.3,167.11,3.6,浙江省
200901,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
200902,800.99,10.0,35.66,-35.0,27.33,-11.3,浙江省
200903,912.76,16.9,59.35,-17.0,29.0,-18.6,浙江省
200904,939.97,11.3,85.41,-16.8,29.57,-44.8,浙江省
200905,969.72,10.2,107.24,-13.3,36.92,-33.1,浙江省
200906,1035.22,13.2,155.87,3.8,45.7,-23.3,浙江省
200907,1049.61,12.6,196.69,20.7,65.11,-3.4,浙江省
200908,1072.98,12.7,215.96,18.4,67.54,-5.6,浙江省
200909,1087.74,10.7,218.33,5.8,70.92,-13.4,浙江省
200910,1126.59,11.9,256.38,11.5,75.4,-21.6,浙江省
200911,1143.78,10.8,279.79,10.0,86.68,-16.9,浙江省
200912,1173.55,4.9,303.9,-4.5,136.2,-29.3,浙江省
201001,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201002,973.86,21.6,50.88,42.7,15.0,-45.1,浙江省
201003,1047.83,14.8,85.85,44.6,17.43,-39.9,浙江省
201004,1103.87,17.4,118.33,38.5,25.24,-14.7,浙江省
201005,1123.66,15.9,133.36,24.4,40.95,10.9,浙江省
201006,1180.62,14.0,186.38,19.6,44.18,-3.3,浙江省
201007,1194.89,13.8,199.86,1.6,46.45,-28.7,浙江省
201008,1251.43,16.6,255.75,18.4,57.39,-15.0,浙江省
201009,1329.57,22.2,333.98,53.0,67.51,-4.8,浙江省
201010,1384.9547,22.9,385.4319,50.3,83.8773,11.2,浙江省
201011,1442.7152,26.1,443.9306,58.7,90.9495,4.9,浙江省
201012,1479.171,25.5,477.1825,57.2,195.8608,23.3,浙江省
201101,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201102,1343.0697,37.9,69.141,35.9,28.7406,91.7,浙江省
201103,1402.2888,33.8,156.1484,81.9,42.6633,144.8,浙江省
201104,1453.658,31.7,197.4976,66.9,61.569,144.0,浙江省
201105,1491.9455,32.8,223.9554,67.9,86.6387,111.6,浙江省
201106,1561.8011,32.3,289.3207,55.2,93.7601,112.2,浙江省
201107,1645.4809,37.7,347.152,73.7,116.8636,151.6,浙江省
201108,1741.4053,39.2,419.9611,64.2,129.5962,125.8,浙江省
201109,1831.0148,37.7,462.2668,38.4,132.3155,96.0,浙江省
201110,1837.4063,32.7,468.5348,21.6,150.0811,78.9,浙江省
201111,1930.3655,33.8,563.9313,27.0,174.957,92.4,浙江省
201112,1967.1007,33.1,593.5521,24.8,290.5293,45.5,浙江省
201201,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201202,1667.1906,24.1,91.0312,31.7,16.9899,-40.9,浙江省
201203,1685.5777,20.2,121.5014,-22.2,25.0443,-41.3,浙江省
201204,1708.9168,17.6,150.394,-23.9,32.4049,-47.4,浙江省
201205,1809.0458,21.3,228.1808,1.9,54.1544,-37.5,浙江省
201206,1816.8543,16.3,233.7464,-19.2,61.1928,-34.7,浙江省
201207,1849.6902,12.4,242.7251,-30.1,88.5799,-24.2,浙江省
201208,1921.1695,10.3,300.1991,-28.5,112.0633,-13.5,浙江省
201209,1967.5746,7.5,339.2263,-26.6,121.6526,-8.1,浙江省
201210,2030.5773,10.5,378.9004,-19.1,146.4234,-2.4,浙江省
201211,2057.1516,6.6,398.7193,-29.3,155.9219,-10.9,浙江省
201212,2099.1694,7.8,413.8818,-30.5,218.3543,-28.0,浙江省
201301,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201302,1887.3195,13.2,31.1252,-65.8,31.6737,86.4,浙江省
201303,1918.7962,13.8,64.9345,-46.6,49.5497,97.8,浙江省
201304,1965.921,15.0,110.7709,-26.3,51.3174,58.4,浙江省
201305,2046.4108,13.1,183.4513,-19.6,53.7826,-0.7,浙江省
201306,2099.9152,15.6,226.5967,-3.1,76.019,24.2,浙江省
201307,2153.6973,16.4,268.1363,10.5,106.6675,20.4,浙江省
201308,2204.0973,14.7,316.834,5.5,113.1026,0.9,浙江省
201309,2285.7801,16.2,404.6044,19.3,116.3927,-4.3,浙江省
201310,2295.3022,13.0,412.7459,8.9,137.1518,-6.3,浙江省
201311,2365.6719,15.0,477.8965,19.9,156.0504,0.1,浙江省
201312,2477.0196,18.0,576.7114,39.3,246.4379,12.9,浙江省
201401,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201402,2178.269,15.4,45.8722,47.4,48.5199,53.2,浙江省
201403,2230.1689,16.2,86.1775,32.7,71.1934,43.7,浙江省
201404,2333.96,18.7,183.2733,65.5,102.0743,98.9,浙江省
201405,2372.6514,15.9,241.0631,31.4,112.074,108.4,浙江省
201406,2465.2423,17.4,327.9306,44.7,136.0008,78.9,浙江省
201407,2546.4931,18.2,408.6105,52.4,172.0536,61.3,浙江省
201408,2578.7106,17.0,453.3796,43.1,205.4437,81.6,浙江省
201409,2662.4731,16.5,522.5439,29.1,214.0345,83.9,浙江省
201410,2723.6014,18.7,583.4837,41.4,246.0974,79.4,浙江省
201411,2829.4995,19.6,690.369,44.5,255.5038,63.7,浙江省
201412,2925.4555,18.1,776.5923,34.7,370.7135,50.4,浙江省
201501,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201502,2476.0427,13.7,40.4614,-11.8,71.2159,46.8,浙江省
201503,2512.9073,12.7,41.7811,-51.5,101.6992,42.8,浙江省
201504,2526.9091,8.3,62.0416,-66.1,102.9107,0.8,浙江省
201505,2606.6988,9.9,135.5933,-43.8,124.0612,10.7,浙江省
201506,2652.1105,7.6,178.1412,-45.7,132.7996,-2.4,浙江省
201507,2714.4582,6.6,236.4105,-42.1,152.5709,-11.3,浙江省
201508,2767.3154,7.3,278.3551,-38.6,166.9518,-18.7,浙江省
201509,2859.4616,7.4,351.453,-32.7,184.3407,-13.9,浙江省
201510,2894.4031,6.3,373.418,-36.0,197.6476,-19.7,浙江省
201511,2981.4388,5.4,405.0992,-41.3,246.7561,-3.4,浙江省
201512,2963.9596,1.3,449.0205,-42.2,295.9525,-20.2,浙江省
201601,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201602,2609.2264,5.4,44.2589,9.4,48.5977,-31.8,浙江省
201603,2634.3152,4.8,68.3022,63.5,78.2646,-23.0,浙江省
201604,2690.6272,6.5,99.9447,61.1,103.6528,0.7,浙江省
201605,2744.425,5.3,151.5368,11.8,114.2273,-7.9,浙江省
201606,2766.5521,4.3,173.7414,-2.5,148.4096,11.8,浙江省
201607,2799.7679,3.1,198.6196,-16.0,163.5263,7.2,浙江省
201608,2816.148,1.8,216.6655,-22.2,179.0714,7.3,浙江省
201609,2848.6638,-0.4,243.2145,-30.8,201.5559,9.3,浙江省
201610,2886.9799,-0.3,281.218,-24.7,230.9191,16.8,浙江省
201611,2951.7933,-1.0,329.982,-18.5,272.5404,10.4,浙江省
201612,3016.9072,1.8,370.0444,-17.6,473.5929,60.0,浙江省
201701,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201702,2455.5711,-5.9,55.2953,24.9,62.1604,27.9,浙江省
201703,2499.0548,-5.1,96.2532,40.9,91.1055,16.4,浙江省
201704,2530.2904,-6.0,127.8499,27.9,95.5923,-7.8,浙江省
201705,2556.3813,-6.9,158.0206,4.3,125.925,10.2,浙江省
201706,2583.2365,-6.6,184.2594,6.1,181.5838,22.4,浙江省
201707,2629.7732,-6.1,217.0398,9.3,190.3136,16.4,浙江省
201708,2680.1703,-4.8,267.7694,23.6,223.0906,24.6,浙江省
201709,2732.5228,-4.1,321.9775,32.4,239.2291,18.7,浙江省
201710,2762.1924,-4.3,349.3359,24.2,268.3414,16.2,浙江省
201711,2832.5673,-4.0,405.1178,22.8,297.0581,9.0,浙江省
201712,2845.8617,-5.7,467.1846,26.3,391.9674,-17.2,浙江省
201801,0.0,0.0,0.0,0.0,0.0,0.0,浙江省
201802,2373.6729,-3.3,51.2739,-7.3,60.4093,-2.8,浙江省
201803,2426.8645,-2.9,87.2438,-9.4,90.5581,-0.6,浙江省
201804,2459.2292,-2.8,124.4042,-2.7,114.7009,20.0,浙江省
201805,2488.1175,-2.7,163.0243,3.2,134.5963,6.9,浙江省
201806,2511.7721,-2.8,187.4756,1.7,154.2834,-15.0,浙江省
201807,2552.1915,-3.0,232.1569,7.0,190.8066,0.3,浙江省
201808,2595.4571,-3.2,258.5055,-3.5,207.9479,-6.8,浙江省
201809,2646.4884,-3.1,312.2031,-3.0,224.7438,-6.1,浙江省
201810,2709.6334,-1.9,363.6146,4.1,238.0489,-11.3,浙江省
201811,2779.2972,-1.9,419.4535,3.5,300.4812,1.2,浙江省
201812,2817.4148,-1.0,484.6598,3.7,383.6821,-2.1,浙江省
200801,0.0,0.0,0.0,0.0,0.0,0.0,安徽省
200802,194.51,62.8,14.69,-3.6,5.17,106.6,安徽省
200803,212.74,34.9,18.94,-53.2,5.83,-20.7,安徽省
200804,217.53,20.3,22.91,-45.4,6.8,-60.5,安徽省
200805,228.04,18.6,31.97,-34.7,7.49,-63.3,安徽省
200806,232.25,14.6,36.44,-34.8,7.99,-63.4,安徽省
