月份,房地产投资_累计值,房地产投资_累计增长,房地产住宅投资_累计值,房地产住宅投资_累计增长,地区
201801,0.0,0.0,0.0,0.0,河南省
201802,511.1378,13.1,379.825,13.1,河南省
201803,1138.6497,13.2,836.0343,13.6,河南省
201804,1781.9226,13.2,1331.3175,15.3,河南省
201805,2417.7471,10.9,1826.2235,14.0,河南省
201806,3131.3238,5.6,2365.3404,7.9,河南省
201807,3664.1178,2.9,2780.6724,5.4,河南省
201808,4212.2677,0.3,3222.6305,2.8,河南省
201809,4840.2283,-0.6,3707.1844,1.7,河南省
201810,5472.8986,-2.3,4172.7866,-0.9,河南省
201811,6226.4826,-1.4,4768.4443,0.5,河南省
201812,7015.4731,-1.1,5387.622,1.1,河南省
200801,0.0,0.0,0.0,0.0,湖北省
200802,41.4072,19.2,31.1952,30.4,湖北省
200803,145.6588,23.7,100.4787,24.4,湖北省
200804,202.86,26.6,144.0736,28.7,湖北省
200805,263.2097,29.0,186.2907,31.7,湖北省
200806,380.9686,29.7,269.414,30.0,湖北省
200807,453.1432,29.1,326.6196,32.6,湖北省
200808,518.8353,28.9,376.1795,33.6,湖北省
200809,603.887,26.3,451.4214,34.0,湖北省
200810,666.7005,25.9,499.2863,34.0,湖北省
200811,714.06,22.1,535.77,30.5,湖北省
200812,904.1335,24.9,669.3925,31.8,湖北省
200901,0.0,0.0,0.0,0.0,湖北省
200902,49.92,20.6,38.58,23.7,湖北省
200903,150.4919,3.3,120.8981,20.3,湖北省
200904,216.95,6.9,166.01,15.2,湖北省
200905,292.8463,11.3,212.6627,14.2,湖北省
200906,458.78,20.4,321.1,19.2,湖北省
200907,548.7744,21.1,385.3027,18.0,湖北省
200908,664.57,28.1,464.71,23.5,湖北省
200909,794.9582,31.6,540.9291,19.8,湖北省
200910,880.3946,32.1,588.4899,17.9,湖北省
200911,967.55,35.5,642.11,19.8,湖北省
200912,1200.4443,34.5,804.1562,21.8,湖北省
201001,0.0,0.0,0.0,0.0,湖北省
201002,78.7288,57.7,55.679,44.3,湖北省
201003,230.2181,53.0,149.4742,23.6,湖北省
201004,336.4933,55.1,210.0651,26.5,湖北省
201005,446.95,52.6,280.17,31.7,湖北省
201006,660.05,43.9,385.22,20.0,湖北省
201007,760.8164,38.6,483.0324,25.4,湖北省
201008,892.98,34.4,565.77,21.7,湖北省
201009,1092.9603,37.5,699.9755,29.4,湖北省
201010,1209.3561,37.4,774.8338,31.7,湖北省
201011,1342.7465,38.8,863.3413,34.5,湖北省
201012,1618.2357,34.8,1040.8551,29.4,湖北省
201101,0.0,0.0,0.0,0.0,湖北省
201102,117.0945,48.7,83.5952,50.1,湖北省
201103,330.8004,43.7,214.8153,43.7,湖北省
201104,488.1412,45.1,313.4123,49.2,湖北省
201105,633.3641,41.7,408.7197,45.9,湖北省
201106,934.2581,41.5,588.5035,52.8,湖北省
201107,1075.0568,41.3,682.6957,41.3,湖北省
201108,1245.3277,39.5,799.9499,41.4,湖北省
201109,1415.7499,29.5,904.2168,29.2,湖北省
201110,1588.7758,31.4,1018.4384,31.4,湖北省
201111,1765.5956,31.5,1131.3885,31.0,湖北省
201112,2063.2122,27.5,1327.2077,27.6,湖北省
201201,0.0,0.0,0.0,0.0,湖北省
201202,157.9955,34.9,110.0111,31.6,湖北省
201203,408.2679,23.4,265.6641,23.7,湖北省
201204,581.2654,19.1,381.2147,21.6,湖北省
201205,778.3081,22.9,512.1472,25.3,湖北省
201206,1159.6503,24.1,759.4454,29.0,湖北省
201207,1342.6013,24.9,887.9267,30.1,湖北省
201208,1556.7501,25.0,1044.1061,30.5,湖北省
201209,1768.7892,24.9,1189.6651,31.6,湖北省
201210,1981.8845,24.7,1340.705,31.6,湖北省
201211,2223.1607,25.9,1488.6599,31.6,湖北省
201212,2539.4649,22.9,1698.3811,27.3,湖北省
201301,0.0,0.0,0.0,0.0,湖北省
201302,220.705,39.7,156.2449,42.0,湖北省
201303,513.2274,25.7,356.4065,34.2,湖北省
201304,732.2674,26.0,498.0759,30.7,湖北省
201305,990.1365,27.2,679.9935,32.8,湖北省
201306,1472.1568,26.9,1002.758,32.0,湖北省
201307,1721.7488,28.2,1172.8495,32.1,湖北省
201308,1994.3511,28.1,1359.3917,30.2,湖北省
201309,2296.5074,29.8,1570.109,32.0,湖北省
201310,2565.3933,29.4,1752.1653,30.7,湖北省
201311,2882.7686,29.7,1973.825,32.6,湖北省
201312,3286.0234,29.4,2251.5586,32.6,湖北省
201401,0.0,0.0,0.0,0.0,湖北省
201402,282.1828,27.9,211.5584,35.4,湖北省
201403,621.6618,21.1,452.4764,27.0,湖北省
201404,893.1611,22.0,633.4733,27.2,湖北省
201405,1223.9607,23.6,871.6536,28.2,湖北省
201406,1836.8241,24.8,1288.3475,28.5,湖北省
201407,2135.2718,24.0,1494.458,27.4,湖北省
201408,2446.851,22.7,1704.5262,25.4,湖北省
201409,2833.5231,23.4,1964.863,25.1,湖北省
201410,3162.4321,23.3,2188.1211,24.9,湖北省
201411,3576.7068,24.1,2468.9847,25.1,湖北省
201412,3983.79,21.2,2755.4186,22.4,湖北省
201501,0.0,0.0,0.0,0.0,湖北省
201502,316.0484,12.0,231.767,9.6,湖北省
201503,656.9538,5.7,472.5705,4.4,湖北省
201504,928.607,4.0,662.9715,4.7,湖北省
201505,1259.7687,2.9,887.3895,1.8,湖北省
201506,1879.4739,2.3,1312.3034,1.9,湖北省
201507,2210.9539,3.5,1542.8122,3.2,湖北省
201508,2548.7745,4.2,1774.7769,4.1,湖北省
201509,2950.4993,4.1,2061.9642,4.9,湖北省
201510,3361.3657,6.3,2352.7122,7.5,湖北省
201511,3816.026,6.7,2699.7083,9.3,湖北省
201512,4249.2298,6.7,3020.5401,9.6,湖北省
201601,0.0,0.0,0.0,0.0,湖北省
201602,324.6281,2.7,239.9224,3.5,湖北省
201603,698.1613,6.3,514.8539,8.9,湖北省
201604,1009.3123,8.7,731.178,10.3,湖北省
201605,1356.171,7.7,969.3008,9.2,湖北省
201606,1959.7301,4.3,1396.4315,6.4,湖北省
201607,2358.989,6.7,1669.441,8.2,湖北省
201608,2752.0656,8.0,1949.3202,9.8,湖北省
201609,3175.0018,7.6,2238.6232,8.6,湖北省
201610,3517.0398,4.6,2472.7666,5.1,湖北省
201611,3895.935,2.1,2718.4733,0.7,湖北省
201612,4296.3824,1.1,3012.3477,-0.3,湖北省
201701,0.0,0.0,0.0,0.0,湖北省
201702,367.1153,13.1,264.8967,10.4,湖北省
201703,806.5253,15.5,550.551,6.9,湖北省
201704,1162.9564,15.2,816.9208,11.7,湖北省
201705,1547.7321,14.1,1086.4167,12.1,湖北省
201706,2220.1361,13.3,1553.7577,11.3,湖北省
201707,2567.7338,8.8,1798.7162,7.7,湖北省
201708,2975.0468,8.1,2083.6079,6.9,湖北省
201709,3448.335,8.6,2420.2718,8.1,湖北省
201710,3813.0093,8.4,2675.7356,8.2,湖北省
201711,4231.6117,8.6,2994.5437,10.2,湖北省
201712,4574.8908,6.5,3235.421,7.4,湖北省
201801,0.0,0.0,0.0,0.0,湖北省
201802,394.4007,7.4,280.7788,6.0,湖北省
201803,915.49,13.5,653.2537,18.7,湖北省
201804,1317.0126,13.2,951.7536,16.5,湖北省
201805,1714.5683,10.8,1257.2576,15.7,湖北省
201806,2409.341,8.5,1736.9622,11.8,湖北省
201807,2757.3412,7.4,1999.5756,11.2,湖北省
201808,3177.427,6.8,2311.0674,10.9,湖北省
201809,3608.6945,4.7,2627.7936,8.6,湖北省
201810,3991.9571,4.7,2933.0873,9.6,湖北省
201811,4303.2918,1.7,3156.4338,5.4,湖北省
201812,4693.1172,2.6,3464.5868,7.1,湖北省
200801,0.0,0.0,0.0,0.0,湖南省
200802,58.7074,25.4,43.1598,28.3,湖南省
200803,143.7966,32.3,105.1908,34.6,湖南省
200804,217.6901,32.7,160.4445,37.2,湖南省
200805,310.1869,33.4,229.1656,32.5,湖南省
200806,416.422,30.2,308.0024,28.8,湖南省
200807,503.0496,28.5,374.4421,25.9,湖南省
200808,578.5933,26.8,430.9096,23.6,湖南省
200809,666.8131,22.6,492.6528,19.3,湖南省
200810,743.7352,21.1,552.5481,17.5,湖南省
200811,817.52,20.5,611.29,17.9,湖南省
200812,896.408,18.8,668.7325,16.7,湖南省
200901,0.0,0.0,0.0,0.0,湖南省
200902,72.67,23.8,55.27,28.1,湖南省
200903,159.0942,10.6,116.9722,11.2,湖南省
200904,252.56,16.0,186.44,16.2,湖南省
200905,336.8809,8.6,254.803,11.2,湖南省
200906,441.94,6.1,336.08,9.1,湖南省
200907,529.2779,5.2,403.1768,7.7,湖南省
200908,629.22,8.8,480.51,11.5,湖南省
200909,738.3167,10.7,566.4882,15.0,湖南省
200910,845.9858,13.7,650.403,17.7,湖南省
200911,959.08,17.3,737.89,20.7,湖南省
200912,1084.6612,13.5,837.5367,19.1,湖南省
201001,0.0,0.0,0.0,0.0,湖南省
201002,100.2469,37.9,75.7791,37.1,湖南省
201003,227.2031,42.8,173.1597,48.0,湖南省
201004,341.6594,35.3,263.0362,41.1,湖南省
201005,453.28,34.6,352.38,38.3,湖南省
201006,592.63,34.1,457.91,36.2,湖南省
201007,718.0077,35.7,556.3268,38.0,湖南省
201008,844.66,34.2,656.98,36.7,湖南省
201009,983.893,33.3,766.3482,35.3,湖南省
201010,1127.7034,33.3,861.5749,32.5,湖南省
201011,1284.0453,33.9,986.0421,33.6,湖南省
201012,1469.3294,35.5,1134.7886,35.4,湖南省
201101,0.0,0.0,0.0,0.0,湖南省
201102,138.0357,37.7,109.2188,44.1,湖南省
201103,305.7819,34.6,241.8528,39.7,湖南省
201104,446.8716,30.8,352.0103,33.8,湖南省
201105,608.9256,34.3,476.2386,35.1,湖南省
201106,809.896,36.7,634.6157,38.6,湖南省
201107,972.5285,35.4,758.9789,36.4,湖南省
201108,1143.6047,35.4,890.0226,35.5,湖南省
201109,1324.0977,34.6,1032.8823,34.8,湖南省
201110,1512.3454,34.1,1182.2336,37.2,湖南省
201111,1681.7052,31.0,1315.9213,33.5,湖南省
201112,1896.6647,29.1,1484.0118,30.8,湖南省
201201,0.0,0.0,0.0,0.0,湖南省
201202,178.2109,29.1,128.2723,17.4,湖南省
201203,369.2622,20.8,259.7752,7.4,湖南省
201204,523.4361,17.1,372.6558,5.9,湖南省
201205,694.6777,14.1,494.4512,3.8,湖南省
201206,913.6775,12.8,642.8427,1.3,湖南省
201207,1071.6732,10.2,755.4028,-0.5,湖南省
201208,1264.4625,10.6,886.2616,-0.4,湖南省
201209,1486.3875,12.3,1044.3548,1.1,湖南省
201210,1684.4434,11.4,1185.3668,0.3,湖南省
201211,1930.9846,14.8,1366.971,3.9,湖南省
201212,2210.5229,13.7,1572.6652,5.7,湖南省
201301,0.0,0.0,0.0,0.0,湖南省
201302,234.9489,31.8,168.5003,31.4,湖南省
201303,424.643,15.0,300.8823,15.8,湖南省
201304,586.3318,12.0,411.2755,10.4,湖南省
201305,806.5403,16.1,564.8351,14.2,湖南省
201306,1092.1788,19.5,765.3144,19.1,湖南省
201307,1309.1066,22.2,920.56,21.9,湖南省
201308,1530.4285,21.0,1078.6759,21.7,湖南省
201309,1774.1842,19.4,1245.1264,19.2,湖南省
201310,2000.2666,18.7,1403.1518,18.4,湖南省
201311,2342.1051,21.3,1639.8231,20.0,湖南省
201312,2628.3245,18.9,1845.8103,17.4,湖南省
201401,0.0,0.0,0.0,0.0,湖南省
201402,277.1262,18.0,199.5281,18.4,湖南省
201403,470.4362,10.8,338.9125,12.6,湖南省
201404,649.6494,10.8,469.4509,14.1,湖南省
201405,884.7361,9.7,630.5617,11.6,湖南省
201406,1210.1215,10.8,843.3303,10.2,湖南省
201407,1460.525,11.6,1019.1546,10.7,湖南省
201408,1710.2689,11.8,1187.4363,10.1,湖南省
201409,1991.6749,12.3,1381.091,10.9,湖南省
201410,2267.8575,13.4,1570.4497,11.9,湖南省
201411,2599.1514,11.0,1793.3705,9.4,湖南省
201412,2883.5662,9.7,1998.5121,8.3,湖南省
201501,0.0,0.0,0.0,0.0,湖南省
201502,275.4221,-0.6,189.4751,-5.0,湖南省
201503,488.9126,3.9,332.5834,-1.9,湖南省
201504,668.7761,2.9,462.338,-1.5,湖南省
201505,882.7492,-0.2,611.481,-3.0,湖南省
201506,1185.5969,-2.0,817.27,-3.1,湖南省
201507,1393.923,-4.6,961.4705,-5.7,湖南省
201508,1599.7355,-6.5,1101.5417,-7.2,湖南省
201509,1861.3788,-6.5,1277.7935,-7.5,湖南省
201510,2088.7236,-7.9,1435.4925,-8.6,湖南省
201511,2341.6605,-9.9,1615.8035,-9.9,湖南省
201512,2613.746,-9.4,1802.938,-9.8,湖南省
201601,0.0,0.0,0.0,0.0,湖南省
201602,249.6448,-9.4,170.9598,-9.8,湖南省
201603,502.9117,2.9,332.8042,0.1,湖南省
201604,700.0788,4.7,468.5733,1.3,湖南省
201605,930.5962,5.4,623.0406,1.9,湖南省
201606,1278.4893,7.8,834.5118,2.1,湖南省
201607,1506.9074,8.1,970.6934,1.0,湖南省
201608,1752.4099,9.5,1121.3464,1.8,湖南省
201609,2061.456,10.7,1312.29089999999,2.7,湖南省
201610,2342.0024,12.1,1482.846,3.3,湖南省
201611,2660.1907,13.6,1684.057,4.2,湖南省
201612,2957.0441,13.1,1871.297,3.8,湖南省
201701,0.0,0.0,0.0,0.0,湖南省
201702,281.5128,12.8,186.6686,9.2,湖南省
201703,525.3429,4.5,345.0212,3.7,湖南省
201704,770.7724,10.1,487.4915,4.0,湖南省
201705,1071.8895,15.2,666.5416,7.0,湖南省
201706,1466.4169,14.7,902.7708,8.2,湖南省
201707,1734.0264,15.1,1082.2157,11.5,湖南省
201708,2031.5613,15.9,1248.9608,11.4,湖南省
201709,2368.0306,14.9,1467.6614,11.8,湖南省
201710,2701.5182,15.4,1694.0302,14.2,湖南省
201711,3060.0577,15.0,1941.7191,15.3,湖南省
201712,3426.1289,15.9,2194.4058,17.3,湖南省
201801,0.0,0.0,0.0,0.0,湖南省
201802,316.4505,12.4,217.1123,16.3,湖南省
201803,598.7093,14.0,407.3321,18.1,湖南省
201804,878.2184,13.9,604.3257,24.0,湖南省
201805,1186.2545,10.7,811.529,21.8,湖南省
201806,1614.9309,10.1,1115.2888,23.5,湖南省
201807,1930.2882,11.3,1337.1528,23.6,湖南省
201808,2314.5632,13.9,1599.0047,28.0,湖南省
201809,2738.4736,15.6,1897.4101,29.3,湖南省
201810,3142.8733,16.3,2183.4104,28.9,湖南省
201811,3531.1744,15.4,2458.8359,26.6,湖南省
201812,3945.9495,15.2,2764.4751,26.0,湖南省
200801,0.0,0.0,0.0,0.0,广东省
200802,313.1872,47.2,213.7991,43.5,广东省
200803,558.7732,36.9,398.0869,45.5,广东省
200804,759.5425,29.8,549.3786,37.6,广东省
200805,1011.6317,32.8,736.299,38.9,广东省
200806,1342.872,36.9,958.2944,40.2,广东省
200807,1560.9093,29.2,1120.825,31.4,广东省
200808,1779.4833,27.7,1283.3326,30.1,广东省
200809,2033.721,25.8,1463.5229,27.6,广东省
200810,2290.2039,23.6,1647.831,25.1,广东省
200811,2530.8,21.3,1824.61,22.5,广东省
200812,2932.3437,16.5,2132.5231,18.3,广东省
200901,0.0,0.0,0.0,0.0,广东省
200902,259.72,-17.1,189.77,-11.2,广东省
200903,475.1005,-15.0,345.4059,-13.2,广东省
200904,658.48,-13.3,479.35,-12.7,广东省
200905,868.058,-14.2,632.9094,-14.0,广东省
200906,1135.67,-15.4,820.94,-14.3,广东省
200907,1343.453,-13.9,965.8324,-13.8,广东省
200908,1592.46,-10.5,1152.72,-10.2,广东省
200909,1868.588,-8.1,1357.1697,-7.3,广东省
200910,2134.7518,-6.8,1541.5435,-6.5,广东省
200911,2409.36,-4.8,1726.1,-5.4,广东省
200912,2961.3189,0.4,2103.9231,-1.3,广东省
201001,0.0,0.0,0.0,0.0,广东省
201002,311.8377,20.1,214.6306,13.1,广东省
201003,593.6281,24.9,422.4073,22.3,广东省
201004,859.0155,30.5,619.8927,29.3,广东省
201005,1147.57,32.2,828.44,30.9,广东省
201006,1507.92,32.8,1067.06,30.0,广东省
201007,1789.4881,33.2,1268.2586,31.3,广东省
201008,2099.55,31.8,1478.93,28.3,广东省
201009,2439.628,30.6,1722.5191,26.9,广东省
201010,2777.636,30.1,1960.8497,27.2,广东省
201011,3069.6579,27.4,2168.6215,25.6,广东省
201012,3659.6946,23.6,2538.0202,21.4,广东省
201101,0.0,0.0,0.0,0.0,广东省
201102,390.5254,25.2,283.4498,32.1,广东省
201103,763.0161,28.5,556.8967,31.8,广东省
201104,1108.8501,29.1,808.8218,30.5,广东省
201105,1501.8492,30.9,1080.6459,30.4,广东省
201106,1993.329,32.2,1417.3109,32.8,广东省
201107,2387.2355,33.4,1696.9096,33.8,广东省
201108,2823.2265,34.5,2034.9968,37.6,广东省
201109,3277.1867,34.3,2369.8613,37.6,广东省
201110,3729.01,34.3,2692.2563,37.3,广东省
201111,4163.5327,35.6,3009.7782,38.8,广东省
201112,4899.1884,33.9,3495.4265,37.7,广东省
201201,0.0,0.0,0.0,0.0,广东省
201202,523.0531,33.9,376.1243,32.7,广东省
201203,945.1206,23.9,676.9536,21.6,广东省
201204,1276.1582,15.1,903.8968,11.8,广东省
201205,1708.8428,13.8,1202.9549,11.3,广东省
201206,2193.3909,10.0,1542.8374,8.9,广东省
201207,2593.9233,8.7,1832.7633,8.0,广东省
201208,3142.997,11.3,2176.4299,7.0,广东省
201209,3672.0932,12.1,2542.0909,7.3,广东省
201210,4133.0205,10.8,2891.833,7.4,广东省
201211,4745.2271,14.0,3314.8122,10.1,广东省
201212,5352.7853,11.3,3704.9832,7.3,广东省
201301,0.0,0.0,0.0,0.0,广东省
201302,611.4949,16.9,434.2947,15.5,广东省
201303,1105.1533,16.9,793.8115,17.3,广东省
201304,1533.6158,20.2,1090.3603,20.6,广东省
201305,2031.4624,18.9,1441.9725,19.9,广东省
201306,2708.3644,23.5,1905.9258,23.5,广东省
201307,3231.4506,24.6,2273.1141,24.0,广东省
201308,3773.7758,20.1,2653.8941,21.9,广东省
201309,4444.0194,21.0,3116.3138,22.6,广东省
201310,5017.6933,21.4,3526.9148,22.0,广东省
201311,5714.7696,20.4,4004.272,20.8,广东省
201312,6489.592,21.2,4530.6255,22.3,广东省
201401,0.0,0.0,0.0,0.0,广东省
201402,793.0564,29.7,531.6898,22.4,广东省
201403,1282.3416,16.0,877.3831,10.5,广东省
201404,1825.2107,19.0,1232.408,13.0,广东省
201405,2417.8197,19.0,1621.151,12.4,广东省
201406,3217.3905,18.8,2150.3715,12.8,广东省
201407,3837.7749,18.8,2580.1251,13.5,广东省
201408,4487.9707,18.9,3039.8086,14.5,广东省
201409,5278.4246,18.8,3569.7107,14.5,广东省
201410,5973.3776,19.0,4051.0983,14.9,广东省
201411,6739.7582,17.9,4565.9502,14.0,广东省
201412,7638.453,17.7,5187.3184,14.5,广东省
201501,0.0,0.0,0.0,0.0,广东省
201502,934.6569,17.9,651.8896,22.6,广东省
201503,1548.5877,20.8,1075.1263,22.5,广东省
201504,2129.176,16.7,1476.5893,19.8,广东省
201505,2802.6905,15.9,1953.343,20.5,广东省
201506,3736.658,16.1,2586.2369,20.3,广东省
201507,4502.1337,17.3,3112.5461,20.6,广东省
201508,5280.3519,17.7,3635.5694,19.6,广东省
201509,6122.1559,16.0,4210.0848,17.9,广东省
201510,6805.483,13.9,4683.7875,15.6,广东省
201511,7651.4372,13.5,5289.3488,15.8,广东省
201512,8538.4666,11.8,5890.5079,13.6,广东省
201601,0.0,0.0,0.0,0.0,广东省
201602,991.8961,6.1,699.0764,7.2,广东省
201603,1646.5467,6.3,1120.3935,4.2,广东省
201604,2356.3201,10.7,1619.2443,9.7,广东省
201605,3357.5133,19.8,2306.6816,18.1,广东省
201606,4512.9941,20.8,3077.143,19.0,广东省
201607,5311.6892,18.0,3593.2693,15.4,广东省
201608,6198.9187,17.4,4192.5909,15.3,广东省
201609,7222.5452,18.0,4901.0126,16.3999999999999,广东省
201610,8215.832,20.7,5595.9479,19.5,广东省
201611,9177.2048,19.9,6247.422,18.1,广东省
201612,10307.7952,20.7,6977.6579,18.5,广东省
201701,0.0,0.0,0.0,0.0,广东省
201702,1112.5298,12.2,712.4972,1.9,广东省
201703,2004.1113,21.7,1360.7492,21.5,广东省
201704,2856.8439,21.2,1908.2016,17.8,广东省
201705,3919.7013,16.7,2619.8054,13.6,广东省
201706,5370.264,19.0,3590.1488,16.7,广东省
201707,6308.8989,18.8,4211.2426,17.2,广东省
201708,7329.0111,18.2,4881.7676,16.4,广东省
201709,8586.3527,18.9,5715.2536,16.6,广东省
201710,9680.4764,17.8,6437.4025,15.0,广东省
201711,10842.7391,18.1,7231.1768,15.7,广东省
201712,12075.6935,17.2,8100.9277,16.1,广东省
201801,0.0,0.0,0.0,0.0,广东省
201802,1354.2483,21.7,923.1167,29.6,广东省
201803,2462.3795,22.9,1703.1601,25.2,广东省
201804,3461.3386,21.2,2386.3497,25.1,广东省
201805,4657.0637,18.8,3194.5185,21.9,广东省
201806,6454.5594,20.2,4462.5636,24.3,广东省
201807,7606.0474,20.6,5209.7719,23.7,广东省
201808,8869.0731,21.0,6079.3819,24.5,广东省
201809,10295.1467,19.9,7058.8391,23.5,广东省
201810,11524.1125,19.0,7857.8003,22.1,广东省
201811,12918.8647,19.1,8768.6993,21.3,广东省
201812,14412.1933,19.3,9757.8608,20.5,广东省
200801,0.0,0.0,0.0,0.0,广西壮族自治区
200802,55.0185,37.4,36.8344,40.7,广西壮族自治区
200803,106.7409,39.6,69.1158,42.5,广西壮族自治区
200804,154.5475,40.7,100.3971,43.9,广西壮族自治区
200805,202.3553,34.4,135.7732,41.1,广西壮族自治区
200806,276.6425,30.8,185.4104,40.7,广西壮族自治区
200807,323.0664,28.5,216.0645,37.3,广西壮族自治区
200808,369.3761,27.6,250.5037,35.2,广西壮族自治区
200809,415.7266,19.3,286.2799,26.8,广西壮族自治区
200810,469.6657,16.6,321.5795,23.7,广西壮族自治区
200811,532.09,15.0,363.3,19.8,广西壮族自治区
200812,621.6388,15.9,425.09,20.2,广西壮族自治区
200901,0.0,0.0,0.0,0.0,广西壮族自治区
200902,54.16,-1.6,37.71,2.4,广西壮族自治区
200903,122.6137,14.9,80.7177,16.8,广西壮族自治区
200904,177.12,14.6,116.29,15.8,广西壮族自治区
200905,235.2599,16.3,155.677,14.7,广西壮族自治区
200906,331.45,19.8,226.97,22.4,广西壮族自治区
200907,385.0151,19.2,264.3701,22.4,广西壮族自治区
200908,447.28,21.1,313.66,25.2,广西壮族自治区
200909,519.7506,25.0,366.9159,28.2,广西壮族自治区
200910,601.8119,28.1,425.148,32.2,广西壮族自治区
200911,702.44,32.0,500.18,37.7,广西壮族自治区
200912,813.6811,29.7,577.173,39.8,广西壮族自治区
201001,0.0,0.0,0.0,0.0,广西壮族自治区
201002,85.4541,57.8,60.1918,59.6,广西壮族自治区
201003,205.2621,67.4,140.7407,74.4,广西壮族自治区
201004,293.135,65.5,206.073,77.2,广西壮族自治区
201005,387.7,64.8,276.79,77.8,广西壮族自治区
201006,540.3,63.0,382.39,68.5,广西壮族自治区
201007,625.5128,62.5,451.2318,70.7,广西壮族自治区
201008,718.68,60.7,516.17,64.6,广西壮族自治区
201009,814.0578,56.6,588.2697,60.3,广西壮族自治区
201010,926.8484,54.0,667.5271,57.0,广西壮族自治区
201011,1066.1733,51.8,769.2773,53.8,广西壮族自治区
201012,1206.2211,48.2,878.8924,52.3,广西壮族自治区
201101,0.0,0.0,0.0,0.0,广西壮族自治区
201102,115.6849,35.4,86.4084,43.6,广西壮族自治区
201103,249.1065,21.4,182.9841,30.0,广西壮族自治区
201104,358.3754,22.3,255.5444,24.0,广西壮族自治区
201105,480.805,24.0,343.8554,24.2,广西壮族自治区
201106,673.6025,24.7,468.8618,22.6,广西壮族自治区
201107,789.613,26.2,551.6893,22.3,广西壮族自治区
201108,910.2725,26.7,629.886,22.0,广西壮族自治区
201109,1053.34,29.4,731.8844,24.4,广西壮族自治区
201110,1196.7248,29.1,840.3052,25.9,广西壮族自治区
201111,1354.2039,27.0,959.8235,24.8,广西壮族自治区
201112,1500.4585,24.4,1073.5927,22.2,广西壮族自治区
201201,0.0,0.0,0.0,0.0,广西壮族自治区
201202,149.5022,29.2,105.788,22.4,广西壮族自治区
201203,307.343,23.4,210.5764,15.1,广西壮族自治区
201204,406.0607,13.3,278.0552,8.8,广西壮族自治区
201205,547.3792,13.8,378.1281,10.0,广西壮族自治区
201206,769.9107,14.3,529.4029,12.9,广西壮族自治区
201207,863.3192,9.3,597.1153,8.2,广西壮族自治区
201208,970.8185,6.7,668.9751,6.2,广西壮族自治区
201209,1083.3539,2.8,747.9361,2.2,广西壮族自治区
201210,1229.9444,2.8,847.7414,0.9,广西壮族自治区
201211,1383.3825,2.2,955.4514,-0.5,广西壮族自治区
201212,1554.9388,2.5,1069.642,-0.9,广西壮族自治区
201301,0.0,0.0,0.0,0.0,广西壮族自治区
201302,135.2589,-9.5,100.3319,-5.2,广西壮族自治区
201303,267.7526,-12.9,195.9365,-7.0,广西壮族自治区
201304,379.9534,-6.4,278.6209,0.2,广西壮族自治区
201305,521.6876,-4.7,378.6277,0.1,广西壮族自治区
201306,719.0921,-6.6,521.1038,-1.6,广西壮族自治区
201307,824.2021,-4.5,599.612,0.4,广西壮族自治区
201308,938.3128,-3.3,680.3665,1.7,广西壮族自治区
201309,1070.0038,-1.2,778.8385,4.1,广西壮族自治区
201310,1213.6256,-1.3,881.3064,4.0,广西壮族自治区
201311,1427.0829,3.2,1030.9517,7.9,广西壮族自治区
201312,1614.6322,3.8,1166.6137,9.1,广西壮族自治区
201401,0.0,0.0,0.0,0.0,广西壮族自治区
201402,157.4607,16.4,112.62,12.2,广西壮族自治区
201403,294.1128,9.8,216.6001,10.5,广西壮族自治区
201404,404.1839,6.4,297.5257,6.8,广西壮族自治区
201405,534.4347,2.4,392.1834,3.6,广西壮族自治区
201406,775.491,7.8,556.946,6.9,广西壮族自治区
201407,930.5405,12.9,657.079,9.6,广西壮族自治区
201408,1062.7648,13.3,746.577,9.7,广西壮族自治区
201409,1216.7297,13.7,856.7205,10.0,广西壮族自治区
201410,1377.2634,13.5,975.6937,10.7,广西壮族自治区
201411,1607.5233,12.6,1136.8651,10.3,广西壮族自治区
201412,1838.4942,13.9,1292.6348,10.8,广西壮族自治区
201501,0.0,0.0,0.0,0.0,广西壮族自治区
201502,162.4115,3.1,116.4238,3.4,广西壮族自治区
201503,307.2608,4.5,222.9698,2.9,广西壮族自治区
201504,424.995,5.1,310.705,4.4,广西壮族自治区
201505,564.0249,5.5,407.9339,4.0,广西壮族自治区
201506,800.8123,3.3,586.3366,5.3,广西壮族自治区
201507,940.1053,1.0,698.1014,6.2,广西壮族自治区
201508,1070.7219,0.7,796.1027,6.6,广西壮族自治区
201509,1226.5503,0.8,918.7058,7.2,广西壮族自治区
201510,1384.0938,0.5,1036.7045,6.3,广西壮族自治区
201511,1634.7034,1.7,1205.1546,6.0,广西壮族自治区
201512,1909.0933,3.8,1407.7508,8.9,广西壮族自治区
201601,0.0,0.0,0.0,0.0,广西壮族自治区
201602,171.1329,5.4,126.341,8.5,广西壮族自治区
201603,351.7993,14.5,255.7622,14.7,广西壮族自治区
201604,508.1643,19.6,367.3583,18.2,广西壮族自治区
201605,669.086,18.6,483.7314,18.6,广西壮族自治区
201606,941.6813,17.6,680.2089,16.0,广西壮族自治区
201607,1104.265,17.5,792.6162,13.5,广西壮族自治区
201608,1266.7076,18.3,894.6031,12.4,广西壮族自治区
201609,1455.7711,18.6999999999999,1030.16869999999,12.1,广西壮族自治区
201610,1694.434,22.4,1204.2519,16.2,广西壮族自治区
