月份,住宅建设投资额_累计值,住宅建设投资额_累计增长,住宅施工面积_累计值,住宅施工面积_累计增长,住宅竣工面积_累计值,住宅竣工面积_累计增长,地区
201401,0.0,0.0,0.0,0.0,0.0,0.0,吉林省
201402,5.6716,14.2,6427.3332,5.4,30.7237,-44.9,吉林省
201403,18.7601,-26.4,6577.405,3.9,65.9678,-34.2,吉林省
201404,54.0495,-11.6,6904.7967,1.2,146.2733,-23.3,吉林省
201405,117.9774,-16.3,7228.7493,-4.3,295.2515,-7.1,吉林省
201406,213.6448,-24.6,7545.6047,-7.3,479.8965,16.4,吉林省
201407,318.8588,-21.7,7929.6387,-6.4,594.3018,4.6,吉林省
201408,431.1909,-19.2,8318.1306,-5.5,725.0395,8.0,吉林省
201409,548.7322,-21.2,8573.0424,-7.6,987.0458,26.1,吉林省
201410,653.316,-20.3,8937.6468,-4.6,1166.2428,23.1,吉林省
201411,744.2399,-22.5,9558.6801,-2.3,1407.2966,4.6,吉林省
201412,789.1181,-20.6,9640.4154,-2.8,1667.8935,-14.3,吉林省
201501,0.0,0.0,0.0,0.0,0.0,0.0,吉林省
201502,6.9121,21.9,6867.9584,6.9,42.4894,38.3,吉林省
201503,16.9956,-9.4,6834.4168,3.9,84.5513,28.2,吉林省
201504,48.987,-9.4,7052.8857,2.1,167.7212,14.7,吉林省
201505,101.1026,-14.3,7210.2588,-0.3,245.6311,-16.8,吉林省
201506,174.2777,-18.4,7267.0621,-3.7,467.486,-2.6,吉林省
201507,311.1755,-2.4,7678.3073,-3.2,587.3156,-1.2,吉林省
201508,410.3445,-4.8,7832.2938,-5.8,635.5445,-12.3,吉林省
201509,485.2973,-11.6,7941.8341,-7.4,739.4343,-25.1,吉林省
201510,561.6686,-14.0,8130.2558,-9.0,906.3304,-22.3,吉林省
201511,644.0101,-13.5,8428.2479,-11.8,1069.5885,-24.0,吉林省
201512,685.1548,-13.0,8534.5425,-11.4,1174.8574,-29.4,吉林省
201601,0.0,0.0,0.0,0.0,0.0,0.0,吉林省
201602,6.7906,-1.8,6861.6108,-0.1,39.6449,-6.7,吉林省
201603,23.9771,41.1,6883.0452,0.7,37.1817,-56.0,吉林省
201604,59.2263,20.9,6999.6716,-0.8,147.3591,-12.1,吉林省
201605,131.1475,29.7,7175.7281,-0.5,197.5927,-19.6,吉林省
201606,214.3389,23.0,7322.8381,0.8,301.0179,-35.6,吉林省
201607,313.1692,0.6,7540.6763,-1.8,459.0596,-21.8,吉林省
201608,420.2257,2.4,7848.7713,0.2,531.6585,-16.3,吉林省
201609,556.8403,14.7,8051.8514,1.4,630.6952,-14.7,吉林省
201610,659.7918,17.5,8232.7733,1.3,702.5385,-22.5,吉林省
201611,710.0091,10.2,8342.7106,-1.0,851.8845,-20.4,吉林省
201612,747.4948,9.1,8427.126,-1.3,1070.0388,-8.9,吉林省
201701,0.0,0.0,0.0,0.0,0.0,0.0,吉林省
201702,7.3385,8.1,6934.5702,1.1,92.5105,133.3,吉林省
201703,24.4273,1.9,7073.422,2.8,174.3338,368.9,吉林省
201704,64.4006,8.7,7229.6866,3.3,247.5973,68.0,吉林省
201705,142.0181,8.3,7508.9038,4.6,307.5327,55.6,吉林省
201706,236.8247,10.5,7737.2553,5.7,429.3742,42.6,吉林省
201707,320.2421,2.3,7902.882,4.8,530.6297,15.6,吉林省
201708,405.5989,-3.5,8060.6522,2.7,601.6812,13.2,吉林省
201709,498.5927,-10.5,8258.9238,2.6,648.2347,2.8,吉林省
201710,586.3613,-11.1,8380.723,1.8,766.5899,9.1,吉林省
201711,641.7861,-9.6,8466.2302,1.5,884.3172,3.8,吉林省
201712,667.9072,-10.6,8507.2996,1.0,1078.2746,0.8,吉林省
201801,0.0,0.0,0.0,0.0,0.0,0.0,吉林省
201802,0.0,0.0,0.0,0.0,0.0,0.0,吉林省
201803,0.0,0.0,0.0,0.0,0.0,0.0,吉林省
201804,0.0,0.0,0.0,0.0,0.0,0.0,吉林省
201805,0.0,0.0,0.0,0.0,0.0,0.0,吉林省
201806,0.0,0.0,0.0,0.0,0.0,0.0,吉林省
201807,0.0,0.0,0.0,0.0,0.0,0.0,吉林省
201808,0.0,0.0,0.0,0.0,0.0,0.0,吉林省
201809,0.0,0.0,0.0,0.0,0.0,0.0,吉林省
201810,0.0,0.0,0.0,0.0,0.0,0.0,吉林省
201811,0.0,0.0,0.0,0.0,0.0,0.0,吉林省
201812,0.0,0.0,0.0,0.0,0.0,0.0,吉林省
200801,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
200802,0.8111,31.6,159.39,122.8,6.03,0.0,黑龙江省
200803,3.5691,41.9,384.8916,38.7,11.9435,-69.3,黑龙江省
200804,20.6217,48.7,977.5957,6.3,30.4258,-56.6,黑龙江省
200805,54.0889,15.8,1694.7481,12.7,78.6632,-16.8,黑龙江省
200806,104.6515,20.3,2469.9454,12.2,100.8482,-15.0,黑龙江省
200807,158.4199,16.4,2985.6527,9.7,129.313,-22.1,黑龙江省
200808,215.1927,17.0,3364.7745,13.2,221.1105,-4.8,黑龙江省
200809,287.3276,22.9,3731.2364,19.6,404.6043,11.7,黑龙江省
200810,358.4528,26.0,4034.3909,19.6,618.3136,5.0,黑龙江省
200811,402.3307,22.6,4221.6833,21.3,962.2912,10.7,黑龙江省
200812,501.2583,23.1,4761.5777,20.8,2264.3469,2.3,黑龙江省
200901,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
200902,1.37,68.4,113.41,-28.8,2.3,-61.9,黑龙江省
200903,5.7187,60.2,325.7358,-15.4,3.3937,-71.6,黑龙江省
200904,29.0605,40.9,1201.0597,22.9,27.5472,-9.5,黑龙江省
200905,71.2792,31.8,2336.8811,37.9,38.9723,-50.5,黑龙江省
200906,160.0015,52.9,3496.4318,41.6,92.7756,-8.0,黑龙江省
200907,230.4902,45.5,4247.1415,42.3,178.6666,38.2,黑龙江省
200908,312.7604,45.3,4662.1899,38.6,251.6234,13.8,黑龙江省
200909,399.6156,39.1,5191.9023,39.1,429.5967,6.2,黑龙江省
200910,509.6355,42.2,5812.6037,44.1,829.7376,34.2,黑龙江省
200911,573.0516,42.4,6241.7715,47.9,1189.4409,23.6,黑龙江省
200912,723.9137,48.9,6636.3471,39.9,3429.5904,48.5,黑龙江省
201001,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
201002,0.8067,-40.9,2036.2091,11.4,0.0,-100.0,黑龙江省
201003,6.7745,18.5,2205.688,577.1,10.0157,195.1,黑龙江省
201004,36.6489,26.1,2714.8679,126.0,61.1082,121.8,黑龙江省
201005,89.9796,26.2,3766.5306,61.2,98.4624,152.6,黑龙江省
201006,205.2002,28.2,5240.7615,49.9,196.3946,111.7,黑龙江省
201007,300.8869,30.5,6090.1914,43.4,242.629,35.8,黑龙江省
201008,411.2882,31.5,6947.863,49.0,326.5334,29.8,黑龙江省
201009,526.1647,31.7,7528.3636,45.0,447.7605,4.2,黑龙江省
201010,654.7637,28.5,8121.5667,39.7,891.8734,7.5,黑龙江省
201011,740.9145,29.3,8468.0975,35.7,1493.6302,25.6,黑龙江省
201012,938.4192,29.0,9214.4217,38.4,3102.4071,-11.0,黑龙江省
201101,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
201102,0.6559,-19.9,2812.2745,38.1,0.4724,0.0,黑龙江省
201103,10.0139,64.3,3554.9386,66.1,8.4926,-15.2,黑龙江省
201104,48.2415,39.8,4154.557,53.0,45.5981,-12.1,黑龙江省
201105,134.631,58.0,6088.7753,61.9,128.4308,51.4,黑龙江省
201106,311.1079,53.3,8588.3862,59.5,286.8626,56.6,黑龙江省
201107,453.542,51.3,9541.8425,52.5,373.25,62.1,黑龙江省
201108,616.1611,53.5,10813.9127,53.7,543.0029,74.9,黑龙江省
201109,806.5095,54.7,11911.1626,55.0,893.5696,112.0,黑龙江省
201110,957.0587,51.5,12579.4642,54.1,1494.678,100.6,黑龙江省
201111,1104.505,51.2,13159.9211,52.9,2591.1172,72.0,黑龙江省
201112,1301.7925,39.8,13426.6125,44.3,4071.5715,11.3,黑龙江省
201201,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
201202,6.6784,0.0,6935.5152,146.6,65.3291,0.0,黑龙江省
201203,21.122,0.0,6634.4353,86.6,182.7037,0.0,黑龙江省
201204,67.5979,40.1,7263.297,74.8,134.1891,194.3,黑龙江省
201205,166.7716,23.9,8532.3029,40.1,402.2883,213.2,黑龙江省
201206,340.6297,9.5,10082.3595,17.4,492.7656,71.8,黑龙江省
201207,502.3754,10.8,10827.602,13.5,719.6419,92.8,黑龙江省
201208,706.6781,14.7,11685.0496,8.1,979.8806,80.5,黑龙江省
201209,882.5107,9.4,12272.6664,3.0,1237.461,38.5,黑龙江省
201210,1065.5267,11.3,12578.5244,0.0,1717.7413,14.9,黑龙江省
201211,1222.7834,10.7,12985.3335,-1.3,2340.6369,-9.7,黑龙江省
201212,1402.3207,8.1,13323.0628,0.3,4096.2734,-11.2,黑龙江省
201301,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
201302,5.6957,-14.7,7169.0823,3.4,80.5464,23.3,黑龙江省
201303,23.525,11.4,7416.0899,11.8,111.7501,-38.8,黑龙江省
201304,84.5348,25.1,7760.724,6.8,170.6795,27.2,黑龙江省
201305,204.6767,22.7,8724.0016,2.2,335.6822,-16.6,黑龙江省
201306,382.6928,12.3,9455.503,-6.2,586.056,18.9,黑龙江省
201307,524.159,4.3,10087.1826,-6.8,612.2733,-14.9,黑龙江省
201308,685.0559,-3.1,10624.7219,-9.1,759.0614,-22.5,黑龙江省
201309,858.8692,-2.7,11061.7615,-9.9,1033.4372,-16.5,黑龙江省
201310,1038.1067,-2.6,11535.5883,-8.3,1357.2178,-21.0,黑龙江省
201311,1175.7293,-3.8,11946.0178,-8.0,1784.167,-23.8,黑龙江省
201312,1328.6367,-5.3,12121.0945,-9.1,3380.9554,-17.7,黑龙江省
201401,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
201402,3.662,-35.7,7615.1896,6.2,141.9532,76.2,黑龙江省
201403,18.5198,-21.3,7668.6823,3.4,205.76,84.1,黑龙江省
201404,58.849,-30.4,7898.0223,1.8,279.9032,64.0,黑龙江省
201405,147.0543,-28.2,8442.4398,-3.2,531.1685,58.2,黑龙江省
201406,327.9522,-14.3,8964.0027,-5.2,737.4539,25.8,黑龙江省
201407,437.8806,-16.5,9435.8155,-6.5,787.208,28.6,黑龙江省
201408,545.1889,-20.4,9748.2299,-8.2,846.847,11.6,黑龙江省
201409,703.3941,-18.1,10202.0347,-7.6,1205.5652,12.5,黑龙江省
201410,868.3376,-13.3,10637.6876,-5.6,1390.8651,6.7,黑龙江省
201411,961.7109,-15.5,11002.4769,-5.5,1786.9217,0.6,黑龙江省
201412,1029.738,-19.4,11114.7145,-5.7,2682.5283,-16.3,黑龙江省
201501,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
201502,3.2721,-10.6,7153.4337,-6.1,79.7219,-43.8,黑龙江省
201503,11.3981,-38.5,7209.6868,-6.0,141.9915,-31.0,黑龙江省
201504,41.9632,-28.7,7329.6817,-7.2,181.9406,-35.0,黑龙江省
201505,110.1789,-25.1,7559.9112,-10.5,236.1826,-55.5,黑龙江省
201506,243.0989,-25.9,7855.3136,-12.4,324.63,-56.0,黑龙江省
201507,321.2665,-26.6,8055.4283,-14.6,376.8183,-52.1,黑龙江省
201508,405.3726,-25.6,8254.9726,-15.3,504.3674,-40.4,黑龙江省
201509,497.16,-29.3,8498.6869,-16.7,634.4098,-47.4,黑龙江省
201510,586.0742,-32.5,8746.3625,-17.8,1157.0208,-16.8,黑龙江省
201511,662.7272,-31.1,9007.6389,-18.1,1548.71,-13.3,黑龙江省
201512,715.1857,-30.7,9138.4474,-18.0,2380.3432,-12.6,黑龙江省
201601,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
201602,1.8296,-44.1,6220.2062,-13.0,68.6031,-13.9,黑龙江省
201603,9.9059,-13.1,6233.7206,-13.5,169.9187,19.7,黑龙江省
201604,37.6401,-10.3,6375.3126,-13.0,211.3722,16.2,黑龙江省
201605,103.3381,-6.2,6616.3535,-12.5,293.4309,24.2,黑龙江省
201606,206.1292,-15.2,6865.1734,-12.6,394.2681,21.5,黑龙江省
201607,276.0459,-14.1,7068.5042,-12.3,465.5245,23.5,黑龙江省
201608,340.7527,-15.9,7232.2328,-12.4,501.412,-0.6,黑龙江省
201609,430.9288,-13.3,7429.3908,-12.6,572.2542,-9.8,黑龙江省
201610,512.9517,-12.5,7725.7914,-11.7,825.5048,-28.7,黑龙江省
201611,583.4936,-12.0,7848.8872,-12.9,1138.7388,-26.5,黑龙江省
201612,669.9443,-6.3,8341.5978,-8.7,1979.0559,-16.9,黑龙江省
201701,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
201702,1.7181,-6.1,5783.0909,-7.0,22.9591,-66.5,黑龙江省
201703,11.0924,12.0,5852.3052,-6.1,38.6479,-77.3,黑龙江省
201704,40.7545,8.3,6005.2181,-5.8,99.9991,-52.7,黑龙江省
201705,94.8111,-8.3,6269.0763,-5.2,205.1678,-30.1,黑龙江省
201706,179.2913,-13.0,6573.9815,-4.2,228.7308,-42.0,黑龙江省
201707,243.6154,-11.7,6692.9735,-5.3,275.0204,-40.9,黑龙江省
201708,312.077,-8.4,6927.6003,-4.2,340.6884,-32.1,黑龙江省
201709,402.263,-6.7,7154.7218,-3.7,428.3041,-25.2,黑龙江省
201710,477.3273,-6.9,7396.3285,-4.3,654.6933,-20.7,黑龙江省
201711,562.0705,-3.7,7733.7736,-1.5,923.5724,-18.9,黑龙江省
201712,592.7982,-11.5,7862.9188,-5.7,1345.4108,-32.0,黑龙江省
201801,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
201802,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
201803,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
201804,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
201805,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
201806,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
201807,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
201808,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
201809,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
201810,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
201811,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
201812,0.0,0.0,0.0,0.0,0.0,0.0,黑龙江省
200801,0.0,0.0,0.0,0.0,0.0,0.0,上海市
200802,123.736,-1.3,4260.96,-9.5,153.46,-7.2,上海市
200803,208.6879,2.5,5249.1573,-11.1,295.6788,11.0,上海市
200804,267.225,3.0,5496.8952,-10.9,425.4585,-15.1,上海市
200805,325.5054,2.2,5611.6992,-11.8,501.7828,-7.8,上海市
200806,419.9621,5.7,5726.7812,-13.0,625.1484,-12.7,上海市
200807,495.0675,7.9,5924.2725,-12.6,771.1167,-17.2,上海市
200808,567.7068,6.7,6098.029,-12.8,930.9835,-14.7,上海市
200809,634.0416,0.4,6170.5362,-14.3,1088.5678,-22.6,上海市
200810,719.6668,1.8,6572.4407,-10.9,1247.4531,-33.3,上海市
200811,801.7803,2.2,6546.6668,-12.8,1362.071,-38.7,上海市
200812,865.0627,1.9,6972.4726,-10.0,1832.6582,-34.8,上海市
200901,0.0,0.0,0.0,0.0,0.0,0.0,上海市
200902,112.29,-9.2,4372.42,2.6,132.86,-13.4,上海市
200903,187.7068,-10.1,4832.8487,-7.9,256.29,-13.3,上海市
200904,237.035,-11.3,5012.8049,-8.8,336.939,-20.8,上海市
200905,279.3723,-14.2,5164.0978,-8.0,428.1983,-14.7,上海市
200906,360.9056,-14.1,5399.7714,-5.7,555.6188,-11.1,上海市
200907,454.118,-8.3,5638.1385,-4.8,830.1153,7.7,上海市
200908,553.0256,-2.6,5842.3906,-4.2,908.4569,-2.4,上海市
200909,630.0921,-0.6,5930.5178,-3.9,961.9565,-11.6,上海市
200910,715.2585,-0.6,5975.4278,-9.1,1037.4337,-16.8,上海市
200911,828.0282,3.3,6187.4925,-5.5,1166.6146,-14.3,上海市
200912,920.2104,2.6,6562.0828,-8.7,1508.8129,-19.3,上海市
201001,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201002,141.9103,26.4,4799.3104,9.8,139.5859,5.1,上海市
201003,247.5947,31.9,5267.8892,9.0,255.15,-0.4,上海市
201004,317.8893,34.1,5475.6886,9.2,315.0642,-6.5,上海市
201005,408.2485,46.1,5726.2309,10.9,402.1513,-6.1,上海市
201006,518.7147,43.7,5975.6018,10.7,492.2476,-11.4,上海市
201007,645.9912,42.3,6165.2974,9.3,551.4067,-33.6,上海市
201008,760.1314,37.4,6372.7676,9.1,622.7596,-31.4,上海市
201009,869.7042,38.0,6540.5059,10.3,685.3553,-28.8,上海市
201010,1008.727,41.0,6763.2973,13.2,790.1495,-23.8,上海市
201011,1145.6457,38.4,6954.8595,12.4,946.4311,-18.9,上海市
201012,1230.8411,33.8,7324.9678,11.6,1397.2421,-7.4,上海市
201101,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201102,185.3092,30.6,5338.438,11.2,147.7209,5.8,上海市
201103,293.1808,18.4,6227.443,18.2,259.1444,1.6,上海市
201104,383.416,20.6,6480.7913,18.4,367.0261,16.5,上海市
201105,473.6332,16.0,6721.5203,17.4,490.0278,21.9,上海市
201106,599.1076,15.5,6913.2949,15.7,578.2273,17.5,上海市
201107,717.1062,11.0,7076.0108,14.8,688.3605,24.8,上海市
201108,821.3745,8.0,7442.48,16.8,818.4859,31.4,上海市
201109,952.2922,9.5,7614.1458,16.4,934.9517,36.3,上海市
201110,1102.7801,9.3,7796.3799,15.2,997.2297,26.1,上海市
201111,1282.152,11.9,8088.575,16.3,1112.6147,17.5,上海市
201112,1400.395,13.8,8410.7068,14.8,1556.4261,11.3,上海市
201201,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201202,205.8728,11.1,6726.3716,26.0,168.1455,13.8,上海市
201203,294.2373,0.4,7112.3517,14.2,300.6988,16.0,上海市
201204,387.0679,1.0,7263.953,12.1,421.3278,14.8,上海市
201205,516.4869,9.0,7535.4236,12.1,550.5838,12.4,上海市
201206,663.8102,10.8,7714.2534,11.6,709.8845,22.8,上海市
201207,779.7546,8.7,7824.9601,10.6,803.9951,16.8,上海市
201208,902.387,9.9,7985.0984,7.3,935.8447,14.3,上海市
201209,1035.2595,8.7,8067.9279,6.0,1003.8521,7.4,上海市
201210,1145.6586,3.9,8202.6615,5.2,1099.9302,10.3,上海市
201211,1284.4449,0.2,8255.7625,2.1,1161.0715,4.4,上海市
201212,1455.0526,-0.8,8333.2344,-1.7,1609.1305,-2.6,上海市
201301,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201302,217.9513,5.9,6488.5925,-3.5,389.3296,131.5,上海市
201303,323.3121,9.9,6651.4364,-6.5,488.5475,62.5,上海市
201304,450.8107,16.5,6943.9089,-4.4,547.3577,29.9,上海市
201305,581.4703,12.6,7174.383,-4.8,614.6767,11.6,上海市
201306,728.0082,9.7,7335.9535,-4.9,668.4587,-5.8,上海市
201307,828.2874,6.2,7445.6253,-4.8,799.5196,-0.6,上海市
201308,963.6633,6.8,7665.9386,-4.0,849.8468,-9.2,上海市
201309,1122.7509,8.5,7807.0333,-3.2,902.8899,-10.1,上海市
201310,1285.0269,12.2,7901.9725,-3.7,951.238,-13.5,上海市
201311,1454.8277,13.3,8154.9353,-1.2,1053.7021,-9.2,上海市
201312,1623.7997,11.6,8171.358,-1.9,1425.2004,-11.4,上海市
201401,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201402,217.1758,-0.4,6666.9421,2.7,217.0653,-44.2,上海市
201403,346.7629,7.3,6990.0464,5.1,304.4986,-37.7,上海市
201404,466.2034,3.4,7089.5305,2.1,357.4302,-34.7,上海市
201405,612.6084,5.4,7275.5524,1.4,488.5343,-20.5,上海市
201406,755.1698,3.7,7394.5742,0.8,587.1157,-12.2,上海市
201407,903.3331,9.1,7526.3312,1.1,751.2031,-6.0,上海市
201408,1048.3903,8.8,7681.294,0.2,834.4844,-1.8,上海市
201409,1228.6426,9.4,7883.5535,1.0,933.4826,3.4,上海市
201410,1379.7068,7.4,8095.6293,2.5,1022.845,7.5,上海市
201411,1571.4655,8.0,8380.9167,2.8,1191.5999,13.1,上海市
201412,1727.4384,6.4,8555.3404,4.7,1535.6398,7.7,上海市
201501,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201502,240.2493,10.6,6537.9568,-1.9,309.2056,42.4,上海市
201503,381.4346,10.0,6780.4113,-3.0,482.4007,58.4,上海市
201504,524.1003,12.4,7026.4415,-0.9,550.1441,53.9,上海市
201505,657.0402,7.3,7086.0302,-2.6,593.7228,21.5,上海市
201506,814.9476,7.9,7356.1512,-0.5,692.2787,17.9,上海市
201507,934.6,3.5,7433.518,-1.2,767.4924,2.2,上海市
201508,1061.8148,1.3,7618.5637,-0.8,860.892,3.2,上海市
201509,1225.0671,-0.3,7843.6189,-0.5,925.7958,-0.8,上海市
201510,1436.3044,4.1,7984.7432,-1.4,1132.0409,10.7,上海市
201511,1658.2872,5.5,8216.8005,-2.0,1235.869,3.7,上海市
201512,1819.9684,5.4,8426.9173,-1.5,1602.8568,4.4,上海市
201601,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201602,269.2672,12.1,6523.839,-0.2,361.7185,17.0,上海市
201603,412.0105,8.0,6735.3825,-0.7,479.6225,-0.6,上海市
201604,568.5502,8.5,6842.2544,-2.6,563.3903,2.4,上海市
201605,734.8271,11.8,7068.3195,-0.2,607.0463,2.2,上海市
201606,917.6081,12.6,7229.4253,-1.7,668.9065,-3.4,上海市
201607,1064.4096,13.9,7379.3336,-0.7,820.1427,6.9,上海市
201608,1215.0019,14.4,7521.4218,-1.3,886.3471,3.0,上海市
201609,1391.0881,13.6,7750.8773,-1.2,980.5493,5.9,上海市
201610,1594.8565,11.0,7923.5553,-0.8,1062.5659,-6.1,上海市
201611,1793.4014,8.1,8024.1427,-2.3,1145.1918,-7.3,上海市
201612,1975.7559,8.6,8123.6077,-3.6,1532.8809,-4.4,上海市
201701,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201702,276.4391,2.7,6522.0431,0.0,562.3595,55.5,上海市
201703,430.8592,4.6,6753.3178,0.3,699.8369,45.9,上海市
201704,581.3169,2.2,6953.3505,1.6,730.6086,29.7,上海市
201705,766.555,4.3,7057.1449,-0.2,790.6644,30.2,上海市
201706,958.456,4.5,7196.6945,-0.5,928.4231,38.8,上海市
201707,1147.0928,7.8,7323.4562,-0.8,1062.4346,29.5,上海市
201708,1325.503,9.1,7422.9514,-1.3,1106.655,24.9,上海市
201709,1525.4992,9.7,7543.8161,-2.7,1190.7363,21.4,上海市
201710,1705.5668,6.9,7708.2543,-2.7,1275.8366,20.1,上海市
201711,1918.3682,7.0,7856.1104,-2.1,1467.422,28.1,上海市
201712,2153.9217,9.0,8044.236,-1.0,1862.7361,21.5,上海市
201801,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201802,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201803,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201804,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201805,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201806,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201807,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201808,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201809,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201810,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201811,0.0,0.0,0.0,0.0,0.0,0.0,上海市
201812,0.0,0.0,0.0,0.0,0.0,0.0,上海市
200801,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
200802,291.3501,38.0,13956.0,38.6,741.34,95.0,江苏省
200803,494.9596,39.3,16023.9012,35.8,1119.2585,69.4,江苏省
200804,680.5902,41.0,16671.9924,29.4,1308.9345,53.4,江苏省
200805,876.6743,42.7,17677.2501,29.2,1683.9045,55.1,江苏省
200806,1126.0164,44.5,18793.7084,28.0,2106.0566,46.7,江苏省
200807,1343.8518,35.7,19567.5353,26.7,2382.2522,43.4,江苏省
200808,1522.9713,33.3,20041.0647,25.7,2715.1558,35.8,江苏省
200809,1738.0526,30.9,20650.4398,24.8,2974.4178,27.9,江苏省
200810,1930.9276,28.2,21172.5877,24.4,3344.7082,29.9,江苏省
200811,2113.6035,26.8,21805.9154,23.6,3668.2434,28.1,江苏省
200812,2420.9585,24.4,23151.0655,18.9,5877.7181,6.2,江苏省
200901,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
200902,285.09,-2.1,16047.74,15.0,808.41,9.0,江苏省
200903,510.5374,3.1,17550.8526,9.5,1291.7084,15.4,江苏省
200904,693.1475,1.8,18119.9759,8.7,1577.826,20.5,江苏省
200905,886.0189,1.1,18550.4312,4.9,1885.6433,12.0,江苏省
200906,1117.5262,-0.8,19306.8633,2.7,2287.1874,8.6,江苏省
200907,1343.2849,0.0,19904.4354,1.7,2871.4333,20.5,江苏省
200908,1561.8148,2.6,20469.8224,2.1,3320.1016,22.3,江苏省
200909,1794.4104,3.2,21290.3455,3.1,3677.6322,23.6,江苏省
200910,2015.6298,4.4,21981.5929,3.8,4165.2747,24.5,江苏省
200911,2244.5477,6.2,22777.3895,4.5,4772.5837,30.1,江苏省
200912,2590.23,0.8,23948.3852,1.3,6867.0347,-5.2,江苏省
201001,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201002,350.5727,23.0,17560.4933,9.4,673.6992,-16.7,江苏省
201003,620.2629,21.5,18701.6799,6.6,1205.2497,-6.7,江苏省
201004,878.3916,26.7,19581.4157,8.1,1558.176,-1.2,江苏省
201005,1139.2212,28.6,20539.0192,10.7,1970.0668,4.5,江苏省
201006,1437.4351,28.6,21706.7553,12.4,2545.0051,11.3,江苏省
201007,1724.0319,28.3,22668.5499,13.9,2992.1184,4.2,江苏省
201008,1998.5216,28.0,23696.3704,15.8,3352.9416,1.0,江苏省
201009,2295.1779,27.9,24293.3556,14.1,3743.6904,1.8,江苏省
201010,2598.9015,28.9,25281.6236,15.0,4008.313,-3.8,江苏省
201011,2913.0709,29.8,26252.553,15.3,4494.1805,-5.8,江苏省
201012,3380.0623,30.1,27803.9309,14.8,6955.5234,-6.0,江苏省
201101,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201102,471.8063,31.6,22229.4715,25.2,879.2392,24.1,江苏省
201103,887.9874,40.1,23552.2012,24.3,1409.8492,12.0,江苏省
201104,1255.5818,39.3,25188.6753,26.4,1732.5328,5.6,江苏省
201105,1634.2082,40.0,26508.9446,26.6,2148.2289,4.4,江苏省
201106,2029.4887,37.5,27927.3077,26.1,2571.7574,-3.0,江苏省
201107,2428.9407,37.4,29055.9691,25.4,3060.1496,-1.5,江苏省
201108,2823.913,37.9,29747.3266,23.5,3509.789,0.6,江苏省
201109,3225.1268,37.1,30764.9305,23.9,3925.7404,-0.2,江苏省
201110,3637.6355,36.3,31514.7871,21.7,4327.2449,2.4,江苏省
201111,4008.0852,34.2,32259.1031,19.8,4871.2138,2.6,江苏省
201112,4507.6004,30.5,33929.5057,19.1,7598.8032,-0.3,江苏省
201201,0.0,0.0,0.0,0.0,0.0,0.0,江苏省
201202,560.3361,18.8,26035.6913,17.1,1094.9161,24.5,江苏省
201203,975.1648,9.8,27420.1867,16.4,1730.2772,22.7,江苏省
201204,1347.9614,7.4,28262.3968,12.2,2042.1191,17.9,江苏省
201205,1719.2313,5.2,29332.5895,10.7,2435.9714,13.4,江苏省
